Date,Impressions (organic),Impressions (sponsored),Impressions (total),Unique impressions (organic),Clicks (organic),Clicks (sponsored),Clicks (total),Reactions (organic),Reactions (sponsored),Reactions (total),Comments (organic),Comments (sponsored),Comments (total),Reposts (organic),Reposts (sponsored),Reposts (total),Engagement rate (organic),Engagement rate (sponsored),Engagement rate (total)
12/03/2022,49,0,49,14,3,0,3,2,0,2,0,0,0,0,0,0,0.1020408163,0,0.1020408163
12/04/2022,66,0,66,20,2,0,2,2,0,2,0,0,0,0,0,0,0.06060606061,0,0.06060606061
12/05/2022,57,0,57,18,2,0,2,4,0,4,0,0,0,0,0,0,0.1052631579,0,0.1052631579
12/06/2022,73,0,73,15,3,0,3,6,0,6,0,0,0,3,0,3,0.1643835616,0,0.1643835616
12/07/2022,44,0,44,16,2,0,2,4,0,4,0,0,0,1,0,1,0.1590909091,0,0.1590909091
12/08/2022,82,0,82,22,2,0,2,4,0,4,0,0,0,0,0,0,0.07317073171,0,0.07317073171
12/09/2022,42,0,42,16,4,0,4,5,0,5,0,0,0,1,0,1,0.2380952381,0,0.2380952381
12/10/2022,32,0,32,14,2,0,2,2,0,2,0,0,0,0,0,0,0.125,0,0.125
12/11/2022,23,0,23,12,2,0,2,2,0,2,0,0,0,0,0,0,0.1739130435,0,0.1739130435
12/12/2022,71,0,71,21,2,0,2,4,0,4,0,0,0,1,0,1,0.0985915493,0,0.0985915493
12/13/2022,58,0,58,20,2,0,2,3,0,3,0,0,0,0,0,0,0.08620689655,0,0.08620689655
12/14/2022,52,0,52,21,1,0,1,3,0,3,0,0,0,0,0,0,0.07692307692,0,0.07692307692
12/15/2022,60,0,60,19,2,0,2,3,0,3,0,0,0,0,0,0,0.08333333333,0,0.08333333333
12/16/2022,70,0,70,19,3,0,3,4,0,4,0,0,0,1,0,1,0.1142857143,0,0.1142857143
12/17/2022,19,0,19,6,1,0,1,0,0,0,0,0,0,0,0,0,0.05263157895,0,0.05263157895
12/18/2022,14,0,14,6,2,0,2,0,0,0,0,0,0,0,0,0,0.1428571429,0,0.1428571429
12/19/2022,23,0,23,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/20/2022,23,0,23,10,0,0,0,1,0,1,0,0,0,0,0,0,0.04347826087,0,0.04347826087
12/21/2022,46,0,46,14,1,0,1,2,0,2,0,0,0,0,0,0,0.0652173913,0,0.0652173913
12/22/2022,26,0,26,9,0,0,0,2,0,2,0,0,0,1,0,1,0.1153846154,0,0.1153846154
12/23/2022,28,0,28,12,1,0,1,2,0,2,0,0,0,0,0,0,0.1071428571,0,0.1071428571
12/24/2022,9,0,9,7,1,0,1,0,0,0,0,0,0,0,0,0,0.1111111111,0,0.1111111111
12/25/2022,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/26/2022,20,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/27/2022,27,0,27,7,0,0,0,1,0,1,0,0,0,0,0,0,0.03703703704,0,0.03703703704
12/28/2022,77,0,77,18,2,0,2,2,0,2,0,0,0,1,0,1,0.06493506494,0,0.06493506494
12/29/2022,18,0,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/30/2022,31,0,31,11,0,0,0,2,0,2,0,0,0,0,0,0,0.06451612903,0,0.06451612903
12/31/2022,13,0,13,6,0,0,0,1,0,1,0,0,0,0,0,0,0.07692307692,0,0.07692307692
01/01/2023,14,0,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/2023,7,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/2023,14,0,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/04/2023,14,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/05/2023,15,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/06/2023,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/07/2023,12,0,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/08/2023,36,0,36,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/09/2023,5,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/10/2023,178,0,178,6,0,0,0,3,0,3,0,0,0,0,0,0,0.01685393258,0,0.01685393258
01/11/2023,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/12/2023,8,0,8,4,0,0,0,1,0,1,0,0,0,0,0,0,0.125,0,0.125
01/13/2023,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/14/2023,10,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/15/2023,19,0,19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/16/2023,6,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/17/2023,34,0,34,3,2,0,2,0,0,0,0,0,0,0,0,0,0.05882352941,0,0.05882352941
01/18/2023,154,0,154,2,1,0,1,0,0,0,0,0,0,0,0,0,0.006493506494,0,0.006493506494
01/19/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/20/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/21/2023,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/22/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/23/2023,61,0,61,17,5,0,5,2,0,2,0,0,0,1,0,1,0.131147541,0,0.131147541
01/24/2023,7,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/25/2023,10,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/26/2023,7,0,7,4,0,0,0,1,0,1,0,0,0,0,0,0,0.1428571429,0,0.1428571429
01/27/2023,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/28/2023,20,0,20,9,3,0,3,2,0,2,0,0,0,1,0,1,0.3,0,0.3
01/29/2023,33,0,33,15,1,0,1,3,0,3,0,0,0,1,0,1,0.1515151515,0,0.1515151515
01/30/2023,56,0,56,21,3,0,3,4,0,4,0,0,0,1,0,1,0.1428571429,0,0.1428571429
01/31/2023,16,0,16,7,0,0,0,1,0,1,0,0,0,1,0,1,0.125,0,0.125
02/01/2023,10,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/02/2023,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/03/2023,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/04/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/05/2023,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/06/2023,11,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/07/2023,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/08/2023,11,0,11,4,1,0,1,0,0,0,0,0,0,0,0,0,0.09090909091,0,0.09090909091
02/09/2023,7,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/10/2023,8,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/11/2023,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/12/2023,10,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/13/2023,9,0,9,2,1,0,1,0,0,0,0,0,0,0,0,0,0.1111111111,0,0.1111111111
02/14/2023,65,0,65,19,5,0,5,5,0,5,0,0,0,2,0,2,0.1846153846,0,0.1846153846
02/15/2023,39,0,39,20,2,0,2,2,0,2,0,0,0,0,0,0,0.1025641026,0,0.1025641026
02/16/2023,48,0,48,16,1,0,1,1,0,1,0,0,0,1,0,1,0.0625,0,0.0625
02/17/2023,35,0,35,16,2,0,2,1,0,1,0,0,0,0,0,0,0.08571428571,0,0.08571428571
02/18/2023,6,0,6,4,0,0,0,1,0,1,0,0,0,0,0,0,0.1666666667,0,0.1666666667
02/19/2023,39,0,39,15,4,0,4,2,0,2,0,0,0,2,0,2,0.2051282051,0,0.2051282051
02/20/2023,44,0,44,15,1,0,1,4,0,4,0,0,0,1,0,1,0.1363636364,0,0.1363636364
02/21/2023,46,0,46,18,4,0,4,2,0,2,0,0,0,1,0,1,0.152173913,0,0.152173913
02/22/2023,9,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/23/2023,11,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/24/2023,16,0,16,6,1,0,1,1,0,1,0,0,0,1,0,1,0.1875,0,0.1875
02/25/2023,14,0,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/26/2023,16,0,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/27/2023,19,0,19,8,1,0,1,2,0,2,0,0,0,1,0,1,0.2105263158,0,0.2105263158
02/28/2023,49,0,49,15,7,0,7,3,0,3,0,0,0,1,0,1,0.2244897959,0,0.2244897959
03/01/2023,51,0,51,22,3,0,3,3,0,3,0,0,0,2,0,2,0.1568627451,0,0.1568627451
03/02/2023,26,0,26,14,1,0,1,1,0,1,0,0,0,0,0,0,0.07692307692,0,0.07692307692
03/03/2023,11,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/04/2023,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/05/2023,22,0,22,11,3,0,3,2,0,2,0,0,0,2,0,2,0.3181818182,0,0.3181818182
03/06/2023,58,0,58,21,1,0,1,3,0,3,0,0,0,1,0,1,0.08620689655,0,0.08620689655
03/07/2023,15,0,15,12,1,0,1,2,0,2,0,0,0,0,0,0,0.2,0,0.2
03/08/2023,14,0,14,7,1,0,1,3,0,3,0,0,0,1,0,1,0.3571428571,0,0.3571428571
03/09/2023,15,0,15,9,0,0,0,3,0,3,0,0,0,0,0,0,0.2,0,0.2
03/10/2023,10,0,10,6,0,0,0,1,0,1,0,0,0,0,0,0,0.1,0,0.1
03/11/2023,7,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/12/2023,17,0,17,8,1,0,1,2,0,2,0,0,0,2,0,2,0.2941176471,0,0.2941176471
03/13/2023,17,0,17,10,1,0,1,0,0,0,0,0,0,0,0,0,0.05882352941,0,0.05882352941
03/14/2023,70,0,70,22,4,0,4,5,0,5,0,0,0,0,0,0,0.1285714286,0,0.1285714286
03/15/2023,19,0,19,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/16/2023,30,0,30,17,1,0,1,2,0,2,0,0,0,1,0,1,0.1333333333,0,0.1333333333
03/17/2023,16,0,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/18/2023,10,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/19/2023,11,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/20/2023,31,0,31,14,2,0,2,2,0,2,0,0,0,1,0,1,0.1612903226,0,0.1612903226
03/21/2023,14,0,14,9,1,0,1,2,0,2,0,0,0,0,0,0,0.2142857143,0,0.2142857143
03/22/2023,35,0,35,11,2,0,2,0,0,0,0,0,0,0,0,0,0.05714285714,0,0.05714285714
03/23/2023,20,0,20,7,2,0,2,4,0,4,0,0,0,0,0,0,0.3,0,0.3
03/24/2023,18,0,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/25/2023,10,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/26/2023,6,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/27/2023,24,0,24,7,1,0,1,0,0,0,0,0,0,0,0,0,0.04166666667,0,0.04166666667
03/28/2023,43,0,43,10,0,0,0,2,0,2,0,0,0,0,0,0,0.04651162791,0,0.04651162791
03/29/2023,25,0,25,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/30/2023,4,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/31/2023,17,0,17,2,1,0,1,0,0,0,0,0,0,0,0,0,0.05882352941,0,0.05882352941
04/01/2023,4,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/02/2023,4,0,4,3,1,0,1,0,0,0,0,0,0,0,0,0,0.25,0,0.25
04/03/2023,11,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/04/2023,34,0,34,10,3,0,3,1,0,1,0,0,0,0,0,0,0.1176470588,0,0.1176470588
